trait	country	admin1	admin2	collection_date	latitude	longitude	precision
PQ720081|A/goose/LA/23-000409-006-original/2022|H5N1|USA-LA|2022-12-02|domestic_avian|B3.2	USA	LA	Morehouse	2022-12-02	32.983411714192	-91.7571924417569	
PQ714705|A/Northern_pintail/LA/22-039392-003-original-repeat/2022|H5N1|USA-LA|2022-11-28|wild_avian|B3.2	USA	LA	Unknown	2022-11-28	29.4744285903443	-90.8057636967316	
EPI_ISL_17690225|A/duck/Louisiana/UGAI22-3889/2022|H5N1|USA-LA|2022-09-23|domestic_avian|B3.2	USA	LA	Unknown	2022-09-23	32.3834976853387	-91.6090409792647	
EPI_ISL_16297332|A/goose/Louisiana/22-033391-001/2022|H5N1|USA-LA|2022-10-14|domestic_avian|B3.2	USA	LA	Ouachita	2022-10-14	32.5831217255591	-92.1544641875456	
SRR29740507|A/canada_goose/Massachusetts/23-015884-019/2023||USA-MA|2023-03-30|wild_avian|B3.2	USA	MA	Suffolk	2023-03-30	42.3507389003099	-71.1470696478207	
EPI_ISL_19736845|A/canada_goose/Massachusetts/015884-006/2023|H5N1|USA-MA|2023-02-18|wild_avian|B3.2	USA	MA	Worcester	2023-02-18	42.5442879160176	-71.7088546506887	
EPI_ISL_19736766|A/canada_goose/Massachusetts/015884-009/2023|H5N1|USA-MA|2023-02-23|wild_avian|B3.2	USA	MA	Hampshire	2023-02-23	42.2275786934889	-72.7079350874757	
EPI_ISL_19736913|A/canada_goose/Massachusetts/015884-014/2023|H5N1|USA-MA|2023-03-04|wild_avian|B3.2	USA	MA	Middlesex	2023-03-04	42.5191140142262	-71.2211914690428	
PQ701465|A/American_crow/MA/23-004612-017-original/2023|H5N1|USA-MA|2023-01-10|wild_avian|B3.2	USA	MA	Unknown	2023-01-10	41.65091059568	-71.0440179507802	
OQ960380|A/Black_Vulture/Maryland/22-012990-001/2022|H5N1|USA-MD|2022-04-26|wild_avian|B3.2	USA	MD	Unknown	2022-04-26	38.3991384324146	-75.9643554203144	
PQ713329|A/Mallard/ME/22-041145-001-original/2022|H5N1|USA-ME|2022-12-14|wild_avian|B3.2	USA	ME	Penobscot	2022-12-14	44.9548722484647	-69.317182473632	
PQ712769|A/Hooded_Merganser/ME/23-004172-002-original/2023|H5N1|USA-ME|2023-02-02|wild_avian|B3.2	USA	ME	Kennebec	2023-02-02	44.4320822894422	-69.9859711340389	
PQ713321|A/Mallard/ME/22-040719-016-original/2022|H5N1|USA-ME|2022-12-09|wild_avian|B3.2	USA	ME	Unknown	2022-12-09	45.4088438810279	-69.80789713101	
PQ712785|A/Hooded_Merganser/ME/23-004172-006-original/2023|H5N1|USA-ME|2023-01-31|wild_avian|B3.2	USA	ME	Unknown	2023-01-31	46.341792816661	-67.9240298455704	
EPI_ISL_19490438|A/chicken/Michigan/23-008143-002-original/2023|H5N1|USA-MI|2023-03-10|domestic_avian|B3.2	USA	MI	Eaton	2023-03-10	42.7668257191894	-84.8952255609148	
PQ715201|A/Peregrine_falcon/MI/23-003553-001-original/2023|H5N1|USA-MI|2023-01-26|wild_avian|B3.2	USA	MI	Unknown	2023-01-26	46.0105804115445	-83.5909282585405	
OQ958516|A/Backyard_bird/Michigan/22-012454-001/2022|H5N1|USA-MI|2022-04-22|domestic_avian|B3.2	USA	MI	Menominee	2022-04-22	45.9479194621973	-87.522314283283	
EPI_ISL_17260684|A/red_fox/Michigan/22-021733-002/2022|H5N1|USA-MI|2022-07-06|other_mammal|B3.2	USA	MI	Muskegon	2022-07-06	43.350216871024	-86.1861463784745	
SRR24843342|A/anser_rossii/Minnesota/AH0218392/2022|H5N1|USA-MN|2022-04-14|wild_avian|B3.2	USA	MN	Mahnomen	2022-04-14	47.2108503370973	-95.9114374466265	
EPI_ISL_15078249|A/fox/Minnesota/22-016487-001/2022|H5N1|USA-MN|2022-05-13|other_mammal|B3.2	USA	MN	Itasca	2022-05-13	47.8743912075583	-93.5722507824704	
OQ966052|A/Turkey/Minnesota/22-012036-001/2022|H5N1|USA-MN|2022-04-18|domestic_avian|B3.2	USA	MN	Stearns	2022-04-18	45.6465729924872	-95.116312908771	
EPI_ISL_16243992|A/chicken/Minnesota/22-015398-002/2022|H5N1|USA-MN|2022-05-13|domestic_avian|B3.2	USA	MN	Clay	2022-05-13	47.054240619065	-96.5171780014295	
PQ709577|A/Common_tern/MN/22-017940-009-original/2022|H5N1|USA-MN|2022-06-06|wild_avian|B3.2	USA	MN	Unknown	2022-06-06	47.9391597695196	-90.1155483409643	
PQ702057|A/American_white_Pelican/MN/22-018423-001-original/2022|H5N1|USA-MN|2022-06-08|wild_avian|B3.2	USA	MN	Unknown	2022-06-08	44.0506936562467	-92.6234084380205	
PQ718753|A/Trumpeter_Swan/MN/22-026969-002-original/2022|H5N1|USA-MN|2022-08-29|wild_avian|B3.2	USA	MN	Unknown	2022-08-29	44.9250099528666	-94.6263657129243	
PQ719721|A/Wood_Duck/MN/22-032745-002-original-repeat/2022|H5N1|USA-MN|2022-08-25|wild_avian|B3.2	USA	MN	Unknown	2022-08-25	43.5427194429632	-94.6617377919806	
EPI_ISL_16297135|A/turkey/Minnesota/22-033929-001/2022|H5N1|USA-MN|2022-10-23|domestic_avian|B3.2	USA	MN	Swift	2022-10-23	45.3356125748433	-95.8458967213774	
PQ718761|A/Trumpeter_Swan/MN/22-037438-001-original/2022|H5N1|USA-MN|2022-11-17|wild_avian|B3.2	USA	MN	Unknown	2022-11-17	48.94196460836	-94.7535320453276	
PQ701745|A/American_green-winged_teal/MN/23-013078-030-original/2022|H5N1|USA-MN|2022-09-17|wild_avian|B3.2	USA	MN	Unknown	2022-09-17	47.7901156274209	-89.7216409389996	
OQ957668|A/American_Crow/Minnesota/22-009668-001/2022|H5N1|USA-MN|2022-03-29|wild_avian|B3.2	USA	MN	Dakota	2022-03-29	44.7319864085733	-93.0975547338852	
EPI_ISL_17964919|A/red-tailed_hawk/Minnesota/23-010018-001/2023|H5N1|USA-MN|2023-03-26|wild_avian|B3.2	USA	MN	Wright	2023-03-26	45.1238011070226	-93.8766461706647	
PQ702081|A/American_white_Pelican/MN/22-023116-001-original/2022|H5N1|USA-MN|2022-07-19|wild_avian|B3.2	USA	MN	Unknown	2022-07-19	47.3565778532402	-91.0423240588972	
PQ719105|A/Turkey_Vulture/MN/22-031157-002-original/2022|H5N1|USA-MN|2022-09-29|wild_avian|B3.2	USA	MN	Unknown	2022-09-29	44.4137471474826	-94.1140245189054	
EPI_ISL_16297129|A/turkey/Minnesota/22-034260-001/2022|H5N1|USA-MN|2022-10-25|domestic_avian|B3.2	USA	MN	Le_Sueur	2022-10-25	44.3335294231252	-93.5533066633631	
EPI_ISL_16271859|A/turkey/Minnesota/22-036547-001/2022|H5N1|USA-MN|2022-11-13|domestic_avian|B3.2	USA	MN	Otter_Tail	2022-11-13	46.1458731464747	-95.4097603768254	
PQ708193|A/Canada_goose/MN/22-041306-001-original/2022|H5N1|USA-MN|2022-12-19|wild_avian|B3.2	USA	MN	Unknown	2022-12-19	47.9775256051792	-91.9863419414738	
PQ711593|A/Great_horned_owl/MN/22-041884-001-original/2022|H5N1|USA-MN|2022-12-07|wild_avian|B3.2	USA	MN	Unknown	2022-12-07	48.3320452969993	-92.8795824820552	
SRR24839471|A/haliaeetus_leucocephalus/Minnesota/AH0144539/2022|H5N1|USA-MN|2022-03-20|wild_avian|B3.2	USA	MN	Unknown	2022-03-20	47.2481606212697	-93.4355912072645	
PQ718769|A/Trumpeter_Swan/MO/22-040427-001-original/2022|H5N1|USA-MO|2022-12-01|wild_avian|B3.2	USA	MO	Holt	2022-12-01	40.0661189261508	-95.4126885328846	
PQ716361|A/Red-tailed_hawk/MO/23-001518-001-original/2022|H5N1|USA-MO|2022-12-21|wild_avian|B3.2	USA	MO	Saint_Louis	2022-12-21	38.6937398231534	-90.3999830941265	
EPI_ISL_16271826|A/turkey/Missouri/22-038012-001/2022|H5N1|USA-MO|2022-11-24|domestic_avian|B3.2	USA	MO	Webster	2022-11-24	37.4374015805041	-93.0588825222956	
EPI_ISL_19490458|A/chicken/Missouri/23-008296-003-original/2023|H5N1|USA-MO|2023-03-14|domestic_avian|B3.2	USA	MO	Maries	2023-03-14	38.2163162342984	-91.8627397739304	
PQ701273|A/American_Blue-winged_teal/MO/22-032511-101-original-repeat/2022|H5N1|USA-MO|2022-09-23|wild_avian|B3.2	USA	MO	Unknown	2022-09-23	38.6106289695772	-93.5639800366207	
PQ717897|A/Snow_goose/MO/22-038564-002-original/2022|H5N1|USA-MO|2022-11-23|wild_avian|B3.2	USA	MO	Unknown	2022-11-23	37.5435862032402	-93.8419172704029	
PQ717985|A/Snow_goose/MS/22-038821-004-original/2022|H5N1|USA-MS|2022-11-23|wild_avian|B3.2	USA	MS	Tallahatchie	2022-11-23	33.8654835040746	-90.0711702045682	
PQ718017|A/Snow_goose/MS/22-038821-010-original/2022|H5N1|USA-MS|2022-11-23|wild_avian|B3.2	USA	MS	Tallahatchie	2022-11-23	34.0629750715263	-90.0586685087069	
EPI_ISL_19490462|A/chicken/Mississippi/23-008358-002-original/2023|H5N1|USA-MS|2023-03-15|domestic_avian|B3.2	USA	MS	Monroe	2023-03-15	33.8975096277247	-88.4716599807555	
PQ712865|A/Lesser_white-fronted_Goose/MS/22-041057-001-original/2022|H5N1|USA-MS|2022-12-08|wild_avian|B3.2	USA	MS	Unknown	2022-12-08	32.8335532238098	-90.8373423141462	
PQ720265|A/greater_scaup/MT/23-001334-001-original/2023|H5N1|USA-MT|2023-01-06|wild_avian|B3.2	USA	MT	Gallatin	2023-01-06	45.6372160121691	-111.175297166726	
EPI_ISL_16297340|A/chicken/Montana/22-033348-001/2022|H5N1|USA-MT|2022-10-18|domestic_avian|B3.2	USA	MT	Hill	2022-10-18	48.9247299340612	-110.267927882955	
EPI_ISL_17964939|A/great_horned_owl/Montana/23-011850-001/2023|H5N1|USA-MT|2023-04-12|wild_avian|B3.2	USA	MT	Gallatin	2023-04-12	45.4857304501802	-111.20243867934	
EPI_ISL_17964974|A/Cooper_s_hawk/Montana/23-016105-001/2023|H5N1|USA-MT|2023-04-16|wild_avian|B3.2	USA	MT	Cascade	2023-04-16	47.524904716648	-111.227711156805	
PQ718777|A/Trumpeter_Swan/MT/22-030263-001-original/2022|H5N1|USA-MT|2022-09-16|wild_avian|B3.2	USA	MT	Unknown	2022-09-16	47.8369147498789	-111.445825577566	
PQ706313|A/Blue-winged_teal/MT/22-031163-004-original-repeat/2022|H5N1|USA-MT|2022-09-24|wild_avian|B3.2	USA	MT	Unknown	2022-09-24	48.4760739456255	-113.147206568559	
PQ708265|A/Canada_goose/MT/22-033859-002-original/2022|H5N1|USA-MT|2022-10-20|wild_avian|B3.2	USA	MT	Unknown	2022-10-20	45.0693624997497	-112.183496905336	
PQ716385|A/Red-tailed_hawk/MT/22-036316-001-original/2022|H5N1|USA-MT|2022-11-09|wild_avian|B3.2	USA	MT	Unknown	2022-11-09	47.5794766592248	-114.100504352269	
PQ713561|A/Mallard/MT/22-039947-005-original/2022|H5N1|USA-MT|2022-12-02|wild_avian|B3.2	USA	MT	Unknown	2022-12-02	45.1331450604179	-112.878096595704	
PQ715513|A/Raven/MT/23-003666-002-original/2023|H5N1|USA-MT|2023-01-30|wild_avian|B3.2	USA	MT	Unknown	2023-01-30	47.8878539381299	-115.724438997233	
OQ963444|A/Ross_s_goose/North_Dakota/22-009481-019/2022|H5N1|USA-NC|2022-03-23|wild_avian|B3.2	USA	ND	Foster	2022-03-23	47.3410651414045	-98.7575685974629	
PQ708281|A/Canada_goose/NC/22-036623-001-original-repeat2/2022|H5N1|USA-NC|2022-10-30|wild_avian|B3.2	USA	NC	Unknown	2022-10-30	36.383233784972	-81.3132061262319	
EPI_ISL_17373074|A/duck/North_Carolina/W22-1114A/2022|H5N1|USA-NC|2022-12-01|domestic_avian|B3.2	USA	NC	Unknown	2022-12-01	34.6673111536035	-78.8294742849171	
PQ718233|A/Snow_goose/ND/22-013421-001-original/2022|H5N1|USA-ND|2022-04-28|wild_avian|B3.2	USA	ND	Towner	2022-04-28	48.4679826293824	-98.9723548286038	
PQ701529|A/American_crow/ND/22-014532-001-original/2022|H5N1|USA-ND|2022-05-05|wild_avian|B3.2	USA	ND	Stutsman	2022-05-05	47.1258061486058	-98.6565693845353	
EPI_ISL_16297071|A/chicken/North_Dakota/22-035070-001/2022|H5N1|USA-ND|2022-11-01|domestic_avian|B3.2	USA	ND	Bottineau	2022-11-01	48.9056129179477	-101.117717594111	
PQ708313|A/Canada_goose/ND/23-002238-004-original/2022|H5N1|USA-ND|2022-11-29|wild_avian|B3.2	USA	ND	Unknown	2022-11-29	47.4033406309944	-100.452975535432	
EPI_ISL_16171251|A/turkey/North_Dakota/22-012099-002/2022|H5N1|USA-ND|2022-04-19|domestic_avian|B3.2	USA	ND	Richland	2022-04-19	46.176224095602	-97.2175592977706	
PQ711641|A/Great_horned_owl/ND/22-014030-001-original/2022|H5N1|USA-ND|2022-05-02|wild_avian|B3.2	USA	ND	Unknown	2022-05-02	47.1533122798298	-98.9866689414605	
PQ711673|A/Great_horned_owl/ND/22-032264-001-original/2022|H5N1|USA-ND|2022-09-28|wild_avian|B3.2	USA	ND	Unknown	2022-09-28	48.1783013984517	-102.434712137678	
PQ702113|A/American_white_Pelican/ND/22-032266-001-original-repeat/2022|H5N1|USA-ND|2022-09-28|wild_avian|B3.2	USA	ND	Unknown	2022-09-28	47.1269583509667	-102.149032251661	
PQ701793|A/American_green-winged_teal/ND/22-032267-001-original-repeat/2022|H5N1|USA-ND|2022-10-01|wild_avian|B3.2	USA	ND	Unknown	2022-10-01	48.7381861942771	-103.550647268365	
OQ964276|A/Snow_Goose/North_Dakota/22-009481-003/2022|H5N1|USA-NC|2022-03-23|wild_avian|B3.2	USA	ND	Foster	2022-03-23	47.3623001756916	-99.2540748182954	
PQ718649|A/Swan/NE/22-041037-001-original/2022|H5N1|USA-NE|2022-12-15|wild_avian|B3.2	USA	NE	Colfax	2022-12-15	41.7149790962342	-97.095899975714	
PQ718537|A/Sparrow/NE/22-033885-001-original/2022|H5N1|USA-NE|2022-10-19|wild_avian|B3.2	USA	NE	Unknown	2022-10-19	42.2466122313476	-100.629014287567	
PQ715265|A/Peregrine_falcon/NE/22-013518-001-original/2022|H5N1|USA-NE|2022-04-28|wild_avian|B3.2	USA	NE	Unknown	2022-04-28	40.5768554325572	-101.741131915819	
EPI_ISL_16297351|A/pheasant/Nebraska/22-032910-001/2022|H5N1|USA-NE|2022-10-15|domestic_avian|B3.2	USA	NE	York	2022-10-15	41.0444911957966	-97.8231150458191	
PQ711681|A/Great_horned_owl/NE/22-038800-001-original/2022|H5N1|USA-NE|2022-11-30|wild_avian|B3.2	USA	NE	Unknown	2022-11-30	41.7269122754547	-100.658197222067	
PQ718657|A/Swan/NE/22-041037-002-original/2022|H5N1|USA-NE|2022-12-15|wild_avian|B3.2	USA	NE	Unknown	2022-12-15	42.9448861663158	-100.969885113439	
PQ708329|A/Canada_goose/NE/23-001495-001-original/2023|H5N1|USA-NE|2023-01-10|wild_avian|B3.2	USA	NE	Unknown	2023-01-10	41.6402403851192	-98.3815792778647	
PQ708337|A/Canada_goose/NE/23-001495-002-original/2023|H5N1|USA-NE|2023-01-10|wild_avian|B3.2	USA	NE	Unknown	2023-01-10	40.4325429668097	-98.3608505509353	
SRR24842963|A/gallus_gallus/Nebraska/22-013105-001/2022|H5N1|USA-NE|2022-04-26|domestic_avian|B3.2	USA	NE	Washington	2022-04-26	41.4406276406609	-96.2593634921533	
EPI_ISL_16271824|A/chicken/Nebraska/22-038149-001/2022|H5N1|USA-NE|2022-11-24|domestic_avian|B3.2	USA	NE	Dixon	2022-11-24	42.506013437552	-96.8307720673997	
EPI_ISL_17821770|A/cat/Nebraska/23-010184-001/2023|H5N1|USA-NE|2023-03-30|feline|B3.2	USA	NE	Buffalo	2023-03-30	41.0292300920603	-99.3842287727117	
EPI_ISL_19490417|A/chicken/New_Hampshire/23-002392-001-original2/2023|H5N1|USA-NH|2023-01-19|domestic_avian|B3.2	USA	NH	Belknap	2023-01-19	43.4046371058083	-71.4141431035233	
EPI_ISL_16297353|A/chicken/Nevada/22-032799-001/2022|H5N1|USA-NV|2022-10-14|domestic_avian|B3.2	USA	NV	Nye	2022-10-14	38.1366187404054	-116.120414921605	
EPI_ISL_17964944|A/red-tailed_hawk/Nevada/23-012114-001/2023|H5N1|USA-NV|2023-03-31|wild_avian|B3.2	USA	NV	Washoe	2023-03-31	41.2770669864291	-119.856963771215	
PQ708353|A/Canada_goose/NV/22-033403-003-original-repeat/2022|H5N1|USA-NV|2022-09-23|wild_avian|B3.2	USA	NV	Unknown	2022-09-23	40.2737038330076	-119.822488288888	
PQ714777|A/Northern_shoveler/NV/22-037517-003-original/2022|H5N1|USA-NV|2022-11-05|wild_avian|B3.2	USA	NV	Unknown	2022-11-05	41.618295271311	-118.753834260955	
PQ711697|A/Great_horned_owl/NV/22-040618-001-original/2022|H5N1|USA-NV|2022-12-06|wild_avian|B3.2	USA	NV	Unknown	2022-12-06	40.4356475931434	-119.453704760343	
PQ718369|A/Snow_goose/NY/23-000618-001-original/2023|H5N1|USA-NY|2023-01-04|wild_avian|B3.2	USA	NY	Tompkins	2023-01-04	42.4119529353807	-76.3482062853206	
PQ715305|A/Peregrine_falcon/NY/23-003717-001-original/2023|H5N1|USA-NY|2023-01-26|wild_avian|B3.2	USA	NY	Kings	2023-01-26	40.6793720232418	-73.917590761288	
PQ718353|A/Snow_goose/NY/22-042013-001-original/2022|H5N1|USA-NY|2022-12-21|wild_avian|B3.2	USA	NY	Unknown	2022-12-21	43.8963314175545	-75.5779266345415	
EPI_ISL_17964945|A/red-shouldered_hawk/New_York/23-012563-001/2023|H5N1|USA-NY|2023-04-13|wild_avian|B3.2	USA	NY	Columbia	2023-04-13	42.0502715955629	-73.7398940288941	
OR858836|A/Canada_goose/New_York/NYCVH-23-453/2023|H5N1|USA-NY|2023-02-01|wild_avian|B3.2	USA	NY	New_York	2023-02-01	40.7444631144082	-73.980390549278	
PQ701809|A/American_green-winged_teal/NY/22-033592-029-original/2022|H5N1|USA-NY|2022-10-15|wild_avian|B3.2	USA	NY	Unknown	2022-10-15	43.3037116775935	-78.3339353584658	
PQ716513|A/Red-tailed_hawk/NY/22-042014-001-original/2022|H5N1|USA-NY|2022-12-19|wild_avian|B3.2	USA	NY	Unknown	2022-12-19	43.0337762131155	-73.7948950917463	
PQ702337|A/American_wigeon/OH/22-034080-032-original/2022|H5N1|USA-OH|2022-10-15|wild_avian|B3.2	USA	OH	Unknown	2022-10-15	40.9398325437187	-82.4451369220481	
OR136556|A/chicken/OH/OH22-20542-1/2022|H5N1|USA-OH|2022-09-01|domestic_avian|B3.2	USA	OH	Unknown	2022-09-01	40.1820835438346	-82.2219690060368	
PQ706345|A/Blue-winged_teal/OK/22-029332-005-original/2022|H5N1|USA-OK|2022-09-10|wild_avian|B3.2	USA	OK	Tillman	2022-09-10	34.4028143826867	-99.0712043537058	
PQ706369|A/Blue-winged_teal/OK/22-029332-011-original/2022|H5N1|USA-OK|2022-09-10|wild_avian|B3.2	USA	OK	Tillman	2022-09-10	34.512612991887	-98.8351175281574	
PQ701297|A/American_Blue-winged_teal/OK/22-032994-002-original/2022|H5N1|USA-OK|2022-10-10|wild_avian|B3.2	USA	OK	Tillman	2022-10-10	34.2659864425071	-98.6567362112942	
EPI_ISL_16297140|A/chicken/Oklahoma/22-033558-001/2022|H5N1|USA-OK|2022-10-20|domestic_avian|B3.2	USA	OK	Cleveland	2022-10-20	35.1828461710386	-97.4184443267043	
PQ702361|A/American_wigeon/OR/22-033876-019-original/2022|H5N1|USA-OR|2022-10-15|wild_avian|B3.2	USA	OR	Morrow	2022-10-15	45.5189390946895	-119.704761430257	
PQ702401|A/American_wigeon/OR/22-035736-015-original/2022|H5N1|USA-OR|2022-10-27|wild_avian|B3.2	USA	OR	Clatsop	2022-10-27	45.9352112455898	-123.430532195303	
PQ701841|A/American_green-winged_teal/OR/22-040176-004-original/2022|H5N1|USA-OR|2022-12-05|wild_avian|B3.2	USA	OR	Lane	2022-12-05	43.9956435337952	-123.71504481605	
PQ717209|A/Sanderling/OR/23-000771-001-original/2023|H5N1|USA-OR|2023-01-03|wild_avian|B3.2	USA	OR	Clatsop	2023-01-03	46.0976987350516	-123.852666654094	
PQ716601|A/Red-tailed_hawk/OR/23-001496-001-original/2022|H5N1|USA-OR|2022-12-28|wild_avian|B3.2	USA	OR	Lane	2022-12-28	43.9755163982468	-123.429246745265	
PQ716617|A/Red-tailed_hawk/OR/23-003379-001-original/2023|H5N1|USA-OR|2023-01-20|wild_avian|B3.2	USA	OR	Crook	2023-01-20	44.0005693019913	-120.975977311508	
EPI_ISL_16297078|A/chicken/Oregon/22-035197-001/2022|H5N1|USA-OR|2022-11-01|domestic_avian|B3.2	USA	OR	Yamhill	2022-11-01	45.329463331208	-122.919648190342	
EPI_ISL_16271840|A/chicken/Oregon/22-037712-001/2022|H5N1|USA-OR|2022-11-21|domestic_avian|B3.2	USA	OR	Columbia	2022-11-21	45.8499247530313	-123.084525772208	
EPI_ISL_17964904|A/sanderling/Oregon/23-008234-001/2023|H5N1|USA-OR|2023-02-04|wild_avian|B3.2	USA	OR	Lane	2023-02-04	44.1712436162922	-123.219052805903	
EPI_ISL_17964941|A/sanderling/Oregon/23-011964-001/2023|H5N1|USA-OR|2023-04-13|wild_avian|B3.2	USA	OR	Coos	2023-04-13	43.1210691480238	-124.351041727317	
EPI_ISL_18311014|A/Caspian_tern/Oregon/23-018836-001/2023|H5N1|USA-OR|2023-06-15|wild_avian|B3.2	USA	OR	Wasco	2023-06-15	44.8309007502541	-120.526056962151	
EPI_ISL_18311015|A/Caspian_tern/Oregon/23-018836-002/2023|H5N1|USA-OR|2023-06-15|wild_avian|B3.2	USA	OR	Wasco	2023-06-15	45.1834063334904	-120.860394646867	
SRR31301028|A/chicken/PA/24-031844-001-original/2024|H5N1|USA-PA|2024-10-28|domestic_avian|B3.2	USA	PA	Unknown	2024-10-28	41.0966060677724	-75.4888238280274	
PQ714409|A/Mute_Swan/RI/23-007092-001-original/2023|H5N1|USA-RI|2023-02-13|wild_avian|B3.2	USA	RI	Unknown	2023-02-13	41.4311150066862	-71.5249234184754	
PQ714225|A/Mottled_Duck/SC/22-042180-002-original/2022|H5N1|USA-SC|2022-12-16|wild_avian|B3.2	USA	SC	Colleton	2022-12-16	32.7566169490357	-80.7323363601425	
PQ710297|A/Gadwall/SC/22-042020-005-original/2022|H5N1|USA-SC|2022-12-20|wild_avian|B3.2	USA	SC	Unknown	2022-12-20	34.51571132186	-80.6812909383831	
EPI_ISL_17964901|A/bald_eagle/South_Carolina/23-008111-001/2023|H5N1|USA-SC|2023-03-04|wild_avian|B3.2	USA	SC	Colleton	2023-03-04	32.7601302632267	-80.8285423657448	
EPI_ISL_16297337|A/chicken/South_Dakota/22-033350-001/2022|H5N1|USA-SD|2022-10-18|domestic_avian|B3.2	USA	SD	Spink	2022-10-18	45.1444264894587	-98.5849334080501	
EPI_ISL_16271831|A/turkey/South_Dakota/22-037933-001/2022|H5N1|USA-SD|2022-11-22|domestic_avian|B3.2	USA	SD	Beadle	2022-11-22	44.4505203795451	-98.0013638201138	
EPI_ISL_16271830|A/chicken/South_Dakota/22-037931-001/2022|H5N1|USA-SD|2022-11-21|domestic_avian|B3.2	USA	SD	Turner	2022-11-21	43.4664541282269	-97.3473885892491	
OQ966412|A/Turkey/South_Dakota/22-008485-001/2022|H5N1|USA-SD|2022-03-21|domestic_avian|B3.2	USA	SD	Hanson	2022-03-21	43.7006206913082	-97.6994228846096	
PQ712489|A/Hawk/SD/23-000319-001-original/2022|H5N1|USA-SD|2022-12-28|wild_avian|B3.2	USA	SD	Unknown	2022-12-28	45.5904412332835	-100.825621623896	
PQ716689|A/Red-tailed_hawk/SD/23-002914-001-original/2023|H5N1|USA-SD|2023-01-17|wild_avian|B3.2	USA	SD	Unknown	2023-01-17	43.3952047946059	-96.8873243375389	
EPI_ISL_11971487|A/chicken/South_Dakota/22-008704-002/2022|H5N1|USA-SD|2022-03-22|domestic_avian|B3.2	USA	SD	Kingsbury	2022-03-22	44.2084517644789	-97.1326723065115	
EPI_ISL_16297062|A/pheasant/South_Dakota/22-034797-001/2022|H5N1|USA-SD|2022-10-27|domestic_avian|B3.2	USA	SD	Gregory	2022-10-27	43.0593973887465	-98.8462223993789	
EPI_ISL_17964942|A/red-tailed_hawk/South_Dakota/23-012031-001/2023|H5N1|USA-SD|2023-04-11|wild_avian|B3.2	USA	SD	Minnehaha	2023-04-11	43.641436448675	-97.0456490393913	
EPI_ISL_16271855|A/domestic_goose/Tennessee/22-036130-001/2022|H5N1|USA-TN|2022-11-09|domestic_avian|B3.2	USA	TN	Lincoln	2022-11-09	35.11562402539	-86.7267699744215	
PQ710353|A/Gadwall/TX/22-036753-040-original-repeat/2022|H5N1|USA-TX|2022-11-05|wild_avian|B3.2	USA	TX	Jefferson	2022-11-05	29.904209254283	-94.2076424270735	
PQ720105|A/goose/TX/22-038236-001-original/2022|H5N1|USA-TX|2022-11-23|domestic_avian|B3.2	USA	TX	Carson	2022-11-23	35.1880149199979	-101.192703526776	
PQ702481|A/American_wigeon/TX/23-003062-016-original/2023|H5N1|USA-TX|2023-01-18|wild_avian|B3.2	USA	TX	Colorado	2023-01-18	29.7234708554724	-96.326621078777	
EPI_ISL_16297117|A/mallard/Texas/22-035744-001/2022|H5N1|USA-TX|2022-10-31|wild_avian|B3.2	USA	TX	Tarrant	2022-10-31	32.7671944624401	-97.2925762799512	
PQ706441|A/Blue-winged_teal/TX/22-031351-010-original-repeat/2022|H5N1|USA-TX|2022-09-17|wild_avian|B3.2	USA	TX	Unknown	2022-09-17	31.9154732854346	-97.4311373437354	
PQ706497|A/Blue-winged_teal/TX/22-033479-004-original/2022|H5N1|USA-TX|2022-09-22|wild_avian|B3.2	USA	TX	Unknown	2022-09-22	32.7166474624593	-98.8483602747967	
PQ714793|A/Northern_shoveler/TX/23-007477-003-original/2023|H5N1|USA-TX|2023-01-19|wild_avian|B3.2	USA	TX	Orange	2023-01-19	29.9727657862079	-93.8147338687323	
EPI_ISL_16297342|A/chicken/Texas/22-033221-001/2022|H5N1|USA-TX|2022-10-17|domestic_avian|B3.2	USA	TX	Rockwall	2022-10-17	32.867601022982	-96.5193773141007	
PQ701849|A/American_green-winged_teal/TX/23-000110-004-original/2022|H5N1|USA-TX|2022-12-04|wild_avian|B3.2	USA	TX	Unknown	2022-12-04	26.593211136607	-97.645701751428	
PQ720145|A/goose/UT/22-018176-003-original/2022|H5N1|USA-UT|2022-06-08|domestic_avian|B3.2	USA	UT	Salt_Lake	2022-06-08	40.7529426153984	-111.786536397091	
PQ709897|A/Duck/UT/22-031728-004-original-repeat/2022|H5N1|USA-UT|2022-10-04|domestic_avian|B3.2	USA	UT	Salt_Lake	2022-10-04	40.5309133867093	-111.975948981151	
PQ711857|A/Great_horned_owl/UT/22-035956-007-original/2022|H5N1|USA-UT|2022-10-25|wild_avian|B3.2	USA	UT	Box_Elder	2022-10-25	41.1245505464501	-112.481277784292	
EPI_ISL_17964947|A/turkey_vulture/Utah/23-012747-001/2023|H5N1|USA-UT|2023-04-19|wild_avian|B3.2	USA	UT	Cache	2023-04-19	41.555851892054	-111.759051308001	
EPI_ISL_16240508|A/guinea_fowl/Utah/22-014481-002/2022|H5N1|USA-UT|2022-05-09|domestic_avian|B3.2	USA	UT	Cache	2022-05-09	41.4594347813842	-111.608144782764	
