trait	country	admin1	admin2	precision	latitude	longitude
A/Striped_Skunk/PE/FAV-0089-1/2023|H5N1|Canada-PE|2023-02-25|other_mammal|B3.2	Canada-PE	PE	NA	centroid	46.4060298144445	-63.428507542429
A/Canada_Goose/PE/FAV-0096-1/2023|H5N1|Canada-PE|2023-02-27|avian|B3.2	Canada-PE	PE	NA	centroid	46.4951782884434	-63.8689808814673
A/Canada_Goose/PE/FAV-0096-4/2023|H5N1|Canada-PE|2023-03-01|avian|B3.2	Canada-PE	PE	NA	centroid	46.4264829046991	-63.5362823503058
A/American_Crow/PE/FAV-0096-8/2023|H5N1|Canada-PE|2023-03-02|avian|B3.2	Canada-PE	PE	NA	centroid	46.1033118279729	-62.8296497473605
A/Striped_Skunk/PE/FAV-0123-1/2023|H5N1|Canada-PE|2023-03-21|other_mammal|B3.2	Canada-PE	PE	NA	centroid	46.2345378678472	-63.0014900579088
A/American_Crow/PE/FAV-0121-1/2023|H5N1|Canada-PE|2023-03-22|avian|B3.2	Canada-PE	PE	NA	centroid	46.6322381768354	-64.3071405685727
A/Striped_Skunk/PE/FAV-0145-1/2023|H5N1|Canada-PE|2023-04-04|other_mammal|B3.2	Canada-PE	PE	NA	centroid	46.3093054540489	-62.4109848022043
A/Snow_Goose/QC/FAV-1493-1/2022|H5N1|Canada-QC|2022-11-02|avian|B3.2	Canada-QC	QC	NA	centroid	53.7123211655028	-68.2331019210229
A/American_Crow/QC/FAV-1627-4/2022|H5N1|Canada-QC|2022-11-14|avian|B3.2	Canada-QC	QC	NA	centroid	51.4803693779355	-75.3543154830921
A/Snow_Goose/QC/FAV-1628-7/2022|H5N1|Canada-QC|2022-11-22|avian|B3.2	Canada-QC	QC	NA	centroid	60.1040528045325	-74.5322638076367
A/Snow_Goose/QC/FAV-0017-4/2022|H5N1|Canada-QC|2022-11-30|avian|B3.2	Canada-QC	QC	NA	centroid	60.980448565298	-74.0276154156556
A/American_Crow/QC/FAV-1659-2/2022|H5N1|Canada-QC|2022-12-01|avian|B3.2	Canada-QC	QC	NA	centroid	57.1918953234104	-64.8885674739173
A/Mixed/QC/FAV-1625-3/2022|H5N1|Canada-QC|2022-12-07|avian|B3.2	Canada-QC	QC	NA	centroid	50.8575233869852	-68.8854451103718
A/American_Crow/QC/FAV-0050-4/2022|H5N1|Canada-QC|2022-12-16|avian|B3.2	Canada-QC	QC	NA	centroid	59.026642091998	-64.3205095617746
A/Red-Tailed_Hawk/QC/FAV-0076-3/2022|H5N1|Canada-QC|2022-12-26|avian|B3.2	Canada-QC	QC	NA	centroid	56.6697286760322	-69.6318255660037
A/American_Crow/QC/FAV-0103-1/2023|H5N1|Canada-QC|2023-01-09|avian|B3.2	Canada-QC	QC	NA	centroid	53.6375822934588	-72.0160625103813
A/Duck/QC/FAV-0051-1/2023|H5N1|Canada-QC|2023-02-01|avian|B3.2	Canada-QC	QC	NA	centroid	54.0219166519672	-77.5715531186819
A/Duck/QC/FAV-0052-1/2023|H5N1|Canada-QC|2023-02-01|avian|B3.2	Canada-QC	QC	NA	centroid	50.129654883844	-68.3457253066534
A/Duck/QC/FAV-0056-3/2023|H5N1|Canada-QC|2023-02-02|avian|B3.2	Canada-QC	QC	NA	centroid	50.6317697911157	-72.798736330092
A/Duck/QC/FAV-0064-1/2023|H5N1|Canada-QC|2023-02-06|avian|B3.2	Canada-QC	QC	NA	centroid	56.0834745463782	-66.7251586457881
A/Duck/QC/FAV-0064-2/2023|H5N1|Canada-QC|2023-02-06|avian|B3.2	Canada-QC	QC	NA	centroid	57.430209144727	-75.7899245080162
A/Duck/QC/FAV-0069-2/2023|H5N1|Canada-QC|2023-02-08|avian|B3.2	Canada-QC	QC	NA	centroid	60.3984375453886	-71.7822962372288
A/Duck/QC/FAV-0069-6/2023|H5N1|Canada-QC|2023-02-08|avian|B3.2	Canada-QC	QC	NA	centroid	48.9628967117334	-77.5771688699561
A/Snow_Goose/SK/FAV-0216-5/2022|H5N1|Canada-SK|2022-04-04|avian|B3.2	Canada-SK	SK	NA	centroid	55.4470943878742	-102.814943339779
A/American_Crow/SK/FAV-0575-18/2022|H5N1|Canada-SK|2022-04-28|avian|B3.2	Canada-SK	SK	NA	centroid	59.2265535196035	-107.362896832869
A/Red_Fox/SK/FAV-0824-96/2022|H5N1|Canada-SK|2022-05-05|other_mammal|B3.2	Canada-SK	SK	NA	centroid	49.878610053567	-104.313234557261
A/Red_Fox/SK/FAV-0548-03/2022|H5N1|Canada-SK|2022-05-19|other_mammal|B3.2	Canada-SK	SK	NA	centroid	52.0193832309169	-102.400773117081
A/Chicken/SK/FAV-0578-2/2022|H5N1|Canada-SK|2022-05-30|avian|B3.2	Canada-SK	SK	NA	centroid	49.8320667894736	-102.631222894882
A/Striped_Skunk/SK/FAV-0824-01/2022|H5N1|Canada-SK|2022-05-30|other_mammal|B3.2	Canada-SK	SK	NA	centroid	56.3003336249605	-108.813179768717
A/Double-Crested_Cormorant/SK/FAV-0912-2/2022|H5N1|Canada-SK|2022-06-08|avian|B3.2	Canada-SK	SK	NA	centroid	55.7978602410394	-102.721775526765
A/Mallard/SK/FAV-1470-18/2022|H5N1|Canada-SK|2022-08-31|avian|B3.2	Canada-SK	SK	NA	centroid	53.5523314551772	-106.46394333063
A/Mixed/SK/FAV-1053-1/2022|H5N1|Canada-SK|2022-09-29|avian|B3.2	Canada-SK	SK	NA	centroid	57.3397245583741	-106.488068254676
A/Striped_Skunk/SK/FAV-1470-26/2022|H5N1|Canada-SK|2022-10-11|other_mammal|B3.2	Canada-SK	SK	NA	centroid	58.7229585437306	-109.626350113195
A/Striped_Skunk/SK/FAV-1470-30/2022|H5N1|Canada-SK|2022-10-17|other_mammal|B3.2	Canada-SK	SK	NA	centroid	53.7783386850136	-103.60572701694
A/Red-Tailed_Hawk/SK/FAV-1470-33/2022|H5N1|Canada-SK|2022-10-26|avian|B3.2	Canada-SK	SK	NA	centroid	58.3800606456599	-109.416960180713
A/Chicken/SK/FAV-1471-1/2022|H5N1|Canada-SK|2022-11-21|avian|B3.2	Canada-SK	SK	NA	centroid	56.8107400071097	-102.142447081889
A/Snow_Goose/YT/FAV-0795-3/2022|H5N1|Canada-YT|2022-05-30|avian|B3.2	Canada-YT	YT	NA	centroid	68.3170909163174	-138.049922654488
A/chicken/Colombia/Bolivar/3500/2022|H5N1|Colombia|2022-11-08|avian|B3.2	Colombia	Bolivar	NA	NA	10.2503319983526	-75.1655724882314
A/chicken/Colombia/Magdalena/3503/2022|H5N1|Colombia|2022-11-18|avian|B3.2	Colombia	Magdalena	NA	NA	10.6292793004153	-74.3551431000393
A/chicken/Colombia/Cordoba/3499/2022|H5N1|Colombia|2022-11-26|avian|B3.2	Colombia	Cordoba	NA	NA	7.78507713248863	-76.2490191792817
A/chicken/Cordoba/ICA-3499/2022|H5N1|Colombia|2022-11-26|avian|B3.2	Colombia	Cordoba	NA	NA	8.70421039871091	-76.2359102231353
A/pelican/Honduras/23-000009-001/2022|H5N1|Honduras|2022-12-27|avian|B3.2	Honduras	Atlantida	NA	NA	15.7802915597084	-87.1733118600179
