trait	country	admin1	admin2	collection_date	latitude	longitude
EPI_ISL_19776291|A/American_Crow/PE/FAV-0105-1/2024|H5N1|Canada-PE|2024-03-21|avian|C2.1	Canada	PE	Unknown	2024-03-21	46.340114705612	-62.778421547464
EPI_ISL_19776279|A/American_Crow/PE/FAV-0110-1/2024|H5N1|Canada-PE|2024-03-11|avian|C2.1	Canada	PE	Unknown	2024-03-11	46.3907969177864	-62.2706055603874
EPI_ISL_19776298|A/Peregrine_Falcon/QC/FAV-0120-1/2024|H5N1|Canada-QC|2024-04-02|avian|C2.1	Canada	QC	Unknown	2024-04-02	52.8786562174813	-73.1842041757189
EPI_ISL_19776299|A/Brant/QC/FAV-0121-2/2024|H5N1|Canada-QC|2024-04-03|avian|C2.1	Canada	QC	Unknown	2024-04-03	48.1200758789824	-72.8117119919245
EPI_ISL_19776144|A/Great_Horned_Owl/QC/FAV-0131-2/2024|H5N1|Canada-QC|2023-12-13|avian|C2.1	Canada	QC	Unknown	2023-12-13	50.1653171801512	-74.9695866936339
EPI_ISL_19776214|A/Great_Horned_Owl/QC/FAV-0132-3/2024|H5N1|Canada-QC|2024-02-06|avian|C2.1	Canada	QC	Unknown	2024-02-06	58.4065800047141	-69.7704553988696
EPI_ISL_19776272|A/American_Crow/QC/FAV-0132-5/2024|H5N1|Canada-QC|2024-03-05|avian|C2.1	Canada	QC	Unknown	2024-03-05	61.6126729572486	-73.2925417867056
EPI_ISL_19776275|A/Herring_Gull/NS/FAV-0198/2024|H5N1|Canada-NS|2024-03-07|avian|C2.1	Canada	NS	Unknown	2024-03-07	43.8350618333178	-65.821891977661
EPI_ISL_19776300|A/American_Crow/QC/FAV-0237-1/2024|H5N1|Canada-QC|2024-04-04|avian|C2.1	Canada	QC	Unknown	2024-04-04	53.0244466305933	-77.8439165050334
EPI_ISL_19776176|A/Red-Tailed_Hawk/QC/FAV-0237-3/2024|H5N1|Canada-QC|2024-01-12|avian|C2.1	Canada	QC	Unknown	2024-01-12	54.0329269644015	-70.0177237494674
EPI_ISL_19776305|A/Northern_Fulmar/NS/FAV-0245-8/2024|H5N1|Canada-NS|2024-04-21|avian|C2.1	Canada	NS	Unknown	2024-04-21	43.6172261920246	-65.3431877298826
EPI_ISL_19776007|A/Green-Winged_Teal/ON/FAV-0390-45/2023|H5N1|Canada-ON|2023-11-09|avian|C2.1	Canada	ON	Unknown	2023-11-09	46.522140042683	-81.0041732569382
EPI_ISL_19776084|A/Turkey/QC/FAV-0392-3/2023|H5N1|Canada-QC|2023-11-21|avian|C2.1	Canada	QC	Unknown	2023-11-21	50.5686837352496	-68.8808534196646
EPI_ISL_19776066|A/Canada_Goose/QC/FAV-0422-3/2023|H5N1|Canada-QC|2023-11-18|avian|C2.1	Canada	QC	Unknown	2023-11-18	50.0211903601413	-72.7146260840492
EPI_ISL_19776082|A/Snow_Goose/QC/FAV-0434-1/2023|H5N1|Canada-QC|2023-11-21|avian|C2.1	Canada	QC	Unknown	2023-11-21	55.7356928001562	-72.4824539750739
EPI_ISL_19776056|A/Snow_Goose/QC/FAV-0443-14/2023|H5N1|Canada-QC|2023-11-15|avian|C2.1	Canada	QC	Unknown	2023-11-15	49.6993116736423	-73.8826978348955
EPI_ISL_19776086|A/Canada_Goose/AB/FAV-0451-2/2023|H5N1|Canada-AB|2023-11-22|avian|C2.1	Canada	AB	Unknown	2023-11-22	49.300308246096	-111.880116311899
EPI_ISL_19776089|A/Snow_Goose/ON/FAV-0457-1/2023|H5N1|Canada-ON|2023-11-23|avian|C2.1	Canada	ON	Unknown	2023-11-23	51.6082133521782	-84.5484907630866
EPI_ISL_19882171|A/peafowl/Ohio/OH24-4484-1/2024|H5N1|USA-OH|2024-02-22|avian|C2.1	USA	OH	Unknown	2024-02-22	40.4199265369817	-81.2172417353935
EPI_ISL_19095248|A/wood_duck/Georgia/W24_017/2023|H5N1|USA-GA|2023-12-23|avian|C2.1	USA	GA	Unknown	2023-12-23	30.8160087387919	-82.9458537566149
EPI_ISL_19134612|A/Canada_goose/North_Carolina/W24-51/2024|H5N1|USA-NC|2024-01-12|avian|C2.1	USA	NC	Unknown	2024-01-12	35.4560836796909	-83.6389366389982
